💞央视💞,#genre#
康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd#http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
汉源综合频道,http://live.hyxrmt.com:85/live/xwpd.m3u8
叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8?zsicd#http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8?zsicd#http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8#http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
自贡公共,http://110.189.153.160:1002/ggpd.flv?zsicd
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd#http://live.sfrmt.com:85/live/zhpd.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd#http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd#http://rmlive.lzxrmtzx.com/live1/live1.m3u8
会东综合,http://112.45.133.129:90/live/xwzh.m3u8?zsicd#http://live.schdxww.com:90/live/xwzh.m3u8?zsicd
叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8?zsicd
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8?zsicd
马尔康综合频道,http://live.zmmek.com:90/live/zhxw.m3u8
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
金堂电视台,http://live.jtxwzx.com.cn:80/jtdst/hd/live.m3u8
龙泉驿新闻综合,https://live-pull.newslqy.com/live/fmzb1682404988829.m3u8
长宁综合频道,http://cnpull.sccnfb.com:80/live/123456.m3u8
宣汉新闻综合,http://livexuanhan.chinamcache.com:80/live/push1.m3u8
罗江新闻综合,http://pull.luojiangrongmei.com/ljds/ljtv.m3u8
朝天新闻综合,https://m3u8.channel.dzsm.com:443/nmip-media/channellive/channel104601/playlist.m3u8
剑阁新闻综合,https://tvfile.scjgtv.cn:443/nmip-media/channellive/channel104126/playlist.m3u8
青川新闻综合,http://qcfile.qcrmt.com:80/nmip-media/channellive/channel100933/playlist.m3u8
旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
昭化综合频道,http://live.zhgbtv.cn:3100/hls/kwqtkbbi/index.m3u8
彭山综合频道,http://m3u8tv.psrm.net:80/nmip-media/channellive/channel100740/playlist.m3u8
西昌综合频道,http://xcfb.screx.com.cn:18085/hlsnew1/channel1.m3u8
峨边电视台,rtmp://tv.ebrm.lsrm.org.cn/channellive/ch1
夹江新闻综合,rtmp://tv.jjrm.org.cn/channellive/ch1
井研新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
沐川综合频道,rtmp://tv.mcrm.org.cn:1935/channellive/tv01
犍为新闻综合,http://r8.vzan.com:80/v/slowlive_230559508552681163.m3u8
沙湾综合频道,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8
五通桥综合频道,https://play.wtqrm.com:443/qtwz/wtqzb.m3u8?auth_key=1663323505-0-0-01843919c015a267038d6e00fd1e1519
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn:80/live/yctv.m3u8?auth_key=1714112398-0-0-d9a6bd74623c01c1c2f9576fe51e8b7b
四川乡村,http://api2.52tb.xyz/info?id=606&token=20230405tndmhg
四川影视,http://api2.52tb.xyz/info?id=601&token=20230405tndmhg
四川新闻,http://api2.52tb.xyz/info?id=602&token=20230405tndmhg
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川康定,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8#http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?
泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8#http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv

✨云南✨,#genre#
云南卫视,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=62hdvf/41hse3
云南都市,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=62hdvf/rjwt14
云南娱乐,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=62hdvf/q9vs1b
云南影视,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=62hdvf/utrat7
云南康旅,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=62hdvf/227q43
云南少儿,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=62hdvf/9ojsty
玉溪综合,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=r5fc3f/4kzlat
玉溪社会与法,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=r5fc3f/3l9g1m
临沧综合,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=6tt654/1i495z
临沧公共,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=6tt654/drfs5s
怒江新闻综合,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=s5xpv2/9r4ei4
元江综合,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=vu7hkj/x6rer3
华坪综合,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=xfm214/198968
陆良新闻,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=9327b6/v8i7rf
洱源综合频道,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=d117oe/mk98io
巍山综合频道,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=euxv6l/5q7637
龙陵综合频道,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=ey0321/l0vlci
云龙综合,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=b0231t/f502oq
隆阳综合频道,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=5a6l75/0w8p8m
耿马综合,http://php.666230.xyz/公众号睡眼迷离的猫1/云南.php?id=48td74/1t0g2n
麻栗坡,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv
麻栗坡台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
丘北新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
文山电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel17/playlist.m3u8
文山公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
砚山频道,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
美丽云南,https://www.ynbit.com:1937/cyds-mlyn/livestream/playlist.m3u8
巧家综合,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8?zyund
西畴综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
广南综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
富宁综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel13/playlist.m3u8

🎉江西🎉,#genre#
江西卫视,http://8.138.90.107/公众号睡眼迷离的猫/jx.php?id=JXWSHD#http://119.32.12.32:2901/udp/224.1.100.54:11111
江西都市频道,http://8.138.90.107/公众号睡眼迷离的猫/jx.php?id=JXDS
江西公共频道,http://8.138.90.107/公众号睡眼迷离的猫/jx.php?id=JXGGNY#https://php.666230.xyz/proxy/p8.php?id=JXGGNY
江西少儿频道,http://8.138.90.107/公众号睡眼迷离的猫/jx.php?id=JXSEHD#https://php.666230.xyz/proxy/p8.php?id=JXSEHD
江西风尚购物,http://8.138.90.107/公众号睡眼迷离的猫/jx.php?id=FSGW#https://php.666230.xyz/proxy/p8.php?id=FSGW

🎉福建🎉,#genre#
厦门卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226542/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0HuqirkTe1cAUljwazjNGw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMvSOYesmmWPPy5i3xS4Rsb%2CEND
福建综合,http://hk.666230.xyz/公众号睡眼迷离的猫/bb.php?id=fjzhhd4m/4000000.m3u8
福建新闻,http://hk.666230.xyz/公众号睡眼迷离的猫/bb.php?id=fjxwhd8m/8000000.m3u8
福建电视剧,http://hk.666230.xyz/公众号睡眼迷离的猫/bb.php?id=fjdsjhd4m/4000000.m3u8
福建文体,http://hk.666230.xyz/公众号睡眼迷离的猫/bb.php?id=fjtyhd4m/4000000.m3u8
福建少儿,http://hk.666230.xyz/公众号睡眼迷离的猫/bb.php?id=fjsehd4m/4000000.m3u8
福建旅游,http://hk.666230.xyz/公众号睡眼迷离的猫/bb.php?id=fjlyhd4m/4000000.m3u8
福建经济,http://hk.666230.xyz/公众号睡眼迷离的猫/bb.php?id=fjjjshhd4m/4000000.m3u8
福建公共,http://hk.666230.xyz/公众号睡眼迷离的猫/bb.php?id=fjgghd4m/4000000.m3u8
福建教育,http://hk.666230.xyz/公众号睡眼迷离的猫/bb.php?id=fjjypdhd4m/4000000.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8

🎉重庆🎉,#genre#
重庆卫视,http://8.138.90.107/公众号睡眼迷离的猫/jx.php?id=CHONGQHD#https://php.666230.xyz/proxy/p8.php?id=CHONGQHD#http://119.32.12.32:2901/udp/224.1.100.102:11111
万州综合频道,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
荣昌电视台,http://183.64.181.25:40023/rongchang01.m3u8
三峡移民频道,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
万州影视文艺频道,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州科教频道,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8?zzhongqd
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8?zzhongqd

🎉陕西🎉,#genre#
陕西卫视,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=http://tool.pfan.cn/m3u8?url=http://mtv.wuzhij.com/sxxa.php?id=sxws
陕西新闻资讯,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=http://tool.pfan.cn/m3u8?url=http://mtv.wuzhij.com/sxxa.php?id=sxxwzx
陕西都市青春,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=http://tool.pfan.cn/m3u8?url=http://mtv.wuzhij.com/sxxa.php?id=sxdsqc
陕西生活频道,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=http://tool.pfan.cn/m3u8?url=http://mtv.wuzhij.com/sxxa.php?id=sxsh
陕西公共频道,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=http://tool.pfan.cn/m3u8?url=http://mtv.wuzhij.com/sxxa.php?id=sxgg
陕西体育休闲,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=http://tool.pfan.cn/m3u8?url=http://mtv.wuzhij.com/sxxa.php?id=sxtyxx

🎉贵州🎉,#genre#
贵州卫视,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=https://www.gzstv.com/tv/ch01
贵州公共,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=https://www.gzstv.com/tv/ch02
贵州影视文艺,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=https://www.gzstv.com/tv/ch03
贵州大众生活,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=https://www.gzstv.com/tv/ch04
贵州生态乡村,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=https://www.gzstv.com/tv/ch05
贵州科教健康,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=https://www.gzstv.com/tv/ch06
贵州移动,http://tw.666230.xyz/k-web/ku9/js/公众号睡眼迷离的猫/webview.js?id=https://www.gzstv.com/tv/ch13
六盘水综合,https://tvfile.lpsrtv.com/nmip-media/channellive/channel110181/playlist.m3u8
六盘水公共,https://tvfile.lpsrtv.com/nmip-media/channellive/channel110983/playlist.m3u8
黔南1,http://tvfile.qntv.net/nmip-media/channellive/channel108689/playlist.m3u8
黔南1,rtmp://tv.qntv.net/channellive/ch1
黔南2,http://tvfile.qntv.net/nmip-media/channellive/channel109066/playlist.m3u8
黔南2,rtmp://tv.qntv.net/channellive/ch1
贵南综合,http://livecdn.dmqhyadmin.com/hls/xjguinan.m3u8
松新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8?zguizd
七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
松桃新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8

🎉广西🎉,#genre#
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8?zguangxd
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8?zguangxd
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8?zguangxd
桂林新闻综合,https://pull.gltvs.com:443/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
罗城综合,http://www.3jlc.cn:80/lctvlive/lcm.m3u8#http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd#http://111.12.75.177:9100/lctvlive/lch.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8?zguangxd#http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd#http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8?zguangxd#http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd#http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
桂林新闻,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
广西贺州,http://zhz.gxhzxw.com:2935/live/HZXW-HD/chunklist.m3u8

🎉甘肃🎉,#genre#
甘肃卫视,https://hls.gstv.com.cn/skt649/479u8o.m3u8
甘肃文化影音,https://hls.gstv.com.cn/skt649/9wej77.m3u8
甘肃公共应急,https://hls.gstv.com.cn/skt649/6wu7fs.m3u8
甘肃少儿,https://hls.gstv.com.cn/skt649/79q79j.m3u8
甘肃科教,https://hls.gstv.com.cn/skt649/i478d9.m3u8
甘肃移动,https://hls.gstv.com.cn/94ycke/v9qci2.m3u8
武威综合,https://play.kankanlive.com/live/1693539781636986.m3u8
天祝综合,https://play.kankanlive.com/live/1656487214793905.m3u8
永昌综合,https://play.kankanlive.com/live/1652755738635915.m3u8
酒泉综合,https://play.kankanlive.com/live/1702033926169975.m3u8
酒泉文旅,https://play.kankanlive.com/live/1702036477193973.m3u8
敦煌频道,https://play.kankanlive.com/live/1698234808271963.m3u8
白银综合,https://play.kankanlive.com/live/1720408089419110.m3u8
白银文教,https://play.kankanlive.com/live/1720408280309109.m3u8
定西综合,https://play.kankanlive.com/live/1707969054968992.m3u8
定西文旅,https://play.kankanlive.com/live/1707482307440963.m3u8
陇南公共,https://play.kankanlive.com/live/1709171893138901.m3u8
陇南综合,https://play.kankanlive.com/live/1709171819929902.m3u8
平凉综合,https://play.kankanlive.com/live/1694661314645984.m3u8
庆阳综合,https://play.kankanlive.com/live/1700643403411931.m3u8
甘南夏河,https://play.kankanlive.com/live/1718872789499909.m3u8
张掖综合,http://play.kankanlive.com/live/1720583434627241.m3u8
张掖农旅,http://play.kankanlive.com/live/1720583009200246.m3u8
秦安综合,https://play.kankanlive.com/live/1680577080200944.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8
靖远综合,https://play.kankanlive.com/live/1692005762394912.m3u8
渭源综合,https://play.kankanlive.com/live/1701943385631927.m3u8
庄浪综合,https://play.kankanlive.com/live/1687654127961989.m3u8
西和综合,https://play.kankanlive.com/live/1659926941626981.m3u8
会宁综合,https://play.kankanlive.com/live/1721783897283302.m3u8

🎉海南🎉,#genre#

🎉宁夏🎉,#genre#
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf201649062902
门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8
民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8
西宁综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁生活,https://liveout.xntv.tv/a65jur/90p2i1.m3u8

🎉青海🎉,#genre#
青海综合,http://lmt.scqstv.com/live1/live1.m3u8
青海经视,http://stream.qhbtv.com/qhsh/playlist.m3u8#http://stream.qhbtv.com/qhsh/sd/live.m3u8#http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=a7ec5e491648026933#http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=ba357f031594546763
青海都市,http://stream.qhbtv.com/qhds/playlist.m3u8#http://stream.qhbtv.com/qhds/sd/live.m3u8#http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=f868bafe1594546577
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8#http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf201649062902#http://stream.qhbtv.com/adws/sd/live.m3u8
门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd
民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd
西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd
大通电视台,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8

🎉内蒙古🎉,#genre#
内蒙新闻,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800
内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=112b2c4c872de52b0f37aff6ead63ef0&txTime=771E8800
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=c7b5c515d2bb6df442492d54955329a3&txTime=771E8800
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800
呼市新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800
鄂尔多斯新闻,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800
巴彦淖尔新闻,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800
乌兰察布新闻,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=cf5f71d0000862b18f5813607b3dfd5b&txTime=771E8800
鄂托克旗综合频道,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
玛纳斯综合频道,http://218.84.127.245:1026/hls/main1/playlist.m3u8
内蒙古农牧频道,https://epg.pw/stream/f426a12024c3d2a6271d7b4e1514b8da71aeef77a9033c211e1e49a8386a8668.m3u8
昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8
奎屯汉语,http://218.84.12.186:8001/hls/main/playlist.m3u8
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8
包头新闻,http://live.btgdt.com/channels/btgd/xwzh/m3u8:500k/live
鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8

🎉新疆🎉,#genre#
克拉玛依汉语综合,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
克拉玛依维语综合,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8
克拉玛依影视,http://klmysjtzb.rcsxzx.com/hls/klmy3.m3u8
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
巴音郭楞州综合,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
巴音郭楞州蒙语,http://file.loulannews.cn/nmip-media/channellive/channel102433/playlist.m3u8
巴音郭楞州维语,http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8
巴音郭楞州教育,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8
巴音郭楞州综合,rtmp://tv.loulannews.cn/channellive/ch1
巴音郭楞州蒙语,rtmp://tv.loulannews.cn/channellive/ch2
巴音郭楞州维语,rtmp://tv.loulannews.cn/channellive/ch3
巴音郭楞州教育,rtmp://tv.loulannews.cn/channellive/ch4
布尔津汉语综合,https://st-video.xjmty.com/fs/livedit/6fc961a3e0f06313/c9338510613c6394.m3u8
布尔津哈语综合,https://st-video.xjmty.com/fs/livedit/e55abfa37af26e19/8ce9971c2177b3dd.m3u8
哈密一套,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b/playlist.m3u8
哈密二套,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711/playlist.m3u8
哈密三套,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44/playlist.m3u8
昌吉综合,http://play.xjbzrk.com/live/cjzh.m3u8
昌吉城市生活,http://play.xjbzrk.com:80/live/cjsh.m3u8
喀什综合,http://222.80.82.206:9300/hls/live/kstv1.m3u8
喀什二套,http://222.80.82.206:9300/hls/live/kstv2.m3u8
塔城一套,http://218.84.35.38:3000/m3u8/live/tctv-1/index.m3u8
塔城二套,http://218.84.35.38:3000/m3u8/live/tctv-2/index.m3u8
塔城三套,http://218.84.35.38:3000/m3u8/live/tctv-3/index.m3u8
石河子综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8
石河子影视文体,http://124.88.144.73:1935/live/jjsh/playlist.m3u8
石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
阜康综合,http://120.69.17.15:50002/live/test1.m3u8
福海维语综合,http://222.81.86.42:8060/hls/ch4/ch4.m3u8
新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8
五家渠综合,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
双河综合,https://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
双河影视,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8
胡杨河综合,https://klmyzb.rcsxzx.com/hls/qishi1.m3u8
兵团九师电视台,https://liveout.btzx.com.cn/3pyc0h/dbfvwu.m3u8

👉测试👉,#genre#
CCTV-01,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv1
CCTV-02,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv2
CCTV-03,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv3
CCTV-04,https://pixman.mytvsuper.com.mp/Smart.php?id=Cctv4
CCTV-04,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv4
CCTV-05,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv5
CCTV 5+,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv5plus
CCTV-06,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv6
CCTV-07,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv7
CCTV-08,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv8hd
CCTV-09,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv9hd
CCTV-10,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv10hd
CCTV-11,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv11
CCTV-12,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv12
CCTV-13,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv13
CCTV-14,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv14
